Date,Company,Close,Volume
2010-06-16,Company_1,78.33544845528421,686611
2010-06-17,Company_1,79.10858931117346,341053
2010-06-18,Company_1,78.30676146782376,609811
2010-06-21,Company_1,79.69077718675645,695089
2010-06-22,Company_1,81.09598249263463,541022
2010-06-23,Company_1,82.48830824612654,698789
2010-06-24,Company_1,81.60766742759677,173409
2010-06-25,Company_1,81.68456237618133,434541
2010-06-28,Company_1,81.19112989397802,346744
2010-06-29,Company_1,82.11429250231997,981018
2010-06-30,Company_1,83.82089745599843,795865
2010-07-01,Company_1,84.69448687163381,508173
2010-07-02,Company_1,84.70363121737394,665471
2010-07-05,Company_1,84.3380919205414,629274
2010-07-06,Company_1,84.9871786531705,851185
2010-07-07,Company_1,83.76430511649521,639071
2010-07-08,Company_1,84.30064114887726,212655
2010-07-09,Company_1,83.38595021761599,467836
2010-07-12,Company_1,84.00649843357772,809183
2010-07-13,Company_1,83.84556105671466,672813
2010-07-14,Company_1,83.45729665773804,742204
2010-07-15,Company_1,82.5717842839092,433184
2010-07-16,Company_1,82.215039258141,162149
2010-07-19,Company_1,82.77116105667497,240654
2010-07-20,Company_1,83.81502166759363,428991
2010-07-21,Company_1,84.34146982892833,190216
2010-07-22,Company_1,85.70535635334542,836002
2010-07-23,Company_1,88.24451906961475,178169
2010-07-26,Company_1,87.92002811178587,811935
2010-07-27,Company_1,87.71416139469036,659139
2010-07-28,Company_1,86.27411994700657,874272
2010-07-29,Company_1,87.4648472031202,132827
2010-07-30,Company_1,88.7642440173847,302407
2010-08-02,Company_1,87.89709786133514,895923
2010-08-03,Company_1,88.51473870684629,318231
2010-08-04,Company_1,89.7318095038264,960785
2010-08-05,Company_1,89.95809777332526,576770
2010-08-06,Company_1,90.80549920590191,973361
2010-08-09,Company_1,90.98033221789338,123989
2010-08-10,Company_1,89.76347732553414,411616
2010-08-11,Company_1,90.81282471785501,827547
2010-08-12,Company_1,92.13793037936921,277393
2010-08-13,Company_1,92.87243144424926,769543
2010-08-16,Company_1,91.91793418228784,965329
2010-08-17,Company_1,91.1667547576239,635649
2010-08-18,Company_1,90.03632670450337,812032
2010-08-19,Company_1,90.80630406443416,300850
2010-08-20,Company_1,92.07469358683807,806654
2010-08-23,Company_1,92.49917983089452,362185
2010-08-24,Company_1,93.43971541585653,891936
2010-08-25,Company_1,92.57207432587715,42139
2010-08-26,Company_1,92.71793617830546,640207
2010-08-27,Company_1,91.34806512158917,772965
2010-08-30,Company_1,90.57628437209591,304446
2010-08-31,Company_1,91.4549579202868,226756
2010-09-01,Company_1,91.215363412093,350982
2010-09-02,Company_1,92.42474538277963,986663
2010-09-03,Company_1,92.96270538647163,665006
2010-09-06,Company_1,95.69712754553336,669903
2010-09-07,Company_1,95.79089297568531,750856
2010-09-08,Company_1,94.38448770850377,679145
2010-09-09,Company_1,94.34995805240895,865785
2010-09-10,Company_1,93.38694242634283,949910
2010-09-13,Company_1,94.3641224271559,352136
2010-09-14,Company_1,94.40610249162592,838860
2010-09-15,Company_1,94.2688306745281,549065
2010-09-16,Company_1,94.14469828564644,58939
2010-09-17,Company_1,94.88503910359418,447242
2010-09-20,Company_1,94.43257687124952,873882
2010-09-21,Company_1,95.20962666615313,948057
2010-09-22,Company_1,96.25519783449944,24548
2010-09-23,Company_1,95.91305612189406,457437
2010-09-24,Company_1,94.98700950268258,955769
2010-09-27,Company_1,94.47404418504696,650837
2010-09-28,Company_1,95.18415342541091,434917
2010-09-29,Company_1,95.276632296962,445503
2010-09-30,Company_1,95.90670723556302,138799
2010-10-01,Company_1,97.66964470786624,766820
2010-10-04,Company_1,97.90059843081139,182789
2010-10-05,Company_1,97.09166153942101,426643
2010-10-06,Company_1,98.1490850482834,673052
2010-10-07,Company_1,98.20044590776303,556913
2010-10-08,Company_1,99.07289306542349,812350
2010-10-11,Company_1,100.13909160952122,435352
2010-10-12,Company_1,99.18008351309444,902258
2010-10-13,Company_1,100.56208811726638,640169
2010-10-14,Company_1,101.46721007722294,446625
2010-10-15,Company_1,100.86330570473842,803009
2010-10-18,Company_1,101.16775482460926,348299
2010-10-19,Company_1,101.42496231558937,112776
2010-10-20,Company_1,101.44889413005521,886678
2010-10-21,Company_1,102.3208081188676,759284
2010-10-22,Company_1,103.75816444720112,783119
2010-10-25,Company_1,103.76547081994177,514624
2010-10-26,Company_1,105.09635214791385,213803
2010-10-27,Company_1,106.08455475841797,159761
2010-10-28,Company_1,106.31685091659436,667514
2010-10-29,Company_1,106.49303183864669,498873
2010-11-01,Company_1,105.34046646698667,358092
2010-11-02,Company_1,103.8396980737795,22341
2010-11-03,Company_1,104.00472087188884,360698
2010-11-04,Company_1,103.14879195405946,206753
2010-11-05,Company_1,103.10915581201985,895230
2010-11-08,Company_1,102.57449307016978,309474
2010-11-09,Company_1,100.7859965651893,774429
2010-11-10,Company_1,101.14330110712592,350903
2010-11-11,Company_1,100.72876930173604,724776
2010-11-12,Company_1,100.80896801427684,781427
2010-11-15,Company_1,99.91584774064762,349951
2010-11-16,Company_1,99.58103049325288,820745
2010-11-17,Company_1,101.14141063438576,310044
2010-11-18,Company_1,101.26996163445685,79840
2010-11-19,Company_1,101.81953797951951,166767
2010-11-22,Company_1,100.54866617264348,162297
2010-11-23,Company_1,102.93770213003594,873504
2010-11-24,Company_1,104.78111588835647,883799
2010-11-25,Company_1,106.14455137930818,50156
2010-11-26,Company_1,106.97331735691304,209281
2010-11-29,Company_1,106.98846063517291,88453
2010-11-30,Company_1,107.43053465203964,684189
2010-12-01,Company_1,108.4785543960346,999412
2010-12-02,Company_1,107.84998464855889,26938
2010-12-03,Company_1,107.40548590433971,60164
2010-12-06,Company_1,105.73635354524917,448746
2010-12-07,Company_1,104.96453446749243,724559
2010-12-08,Company_1,106.62583619810057,585570
2010-12-09,Company_1,106.29158910695021,310945
2010-12-10,Company_1,105.97374220043963,403681
2010-12-13,Company_1,106.29150923287673,266470
2010-12-14,Company_1,104.67928192570221,922163
2010-12-15,Company_1,105.62466361578979,978793
2010-12-16,Company_1,106.89107047116266,683954
2010-12-17,Company_1,107.26836673662307,116819
2010-12-20,Company_1,108.91971772310256,267907
2010-12-21,Company_1,107.59288595696665,482873
2010-12-22,Company_1,109.43660175471851,142900
2010-12-23,Company_1,108.70586035148885,310732
2010-12-24,Company_1,107.42594061822572,798653
2010-12-27,Company_1,107.18854865701906,405427
2010-12-28,Company_1,109.06055433749135,538857
2010-12-29,Company_1,109.04111219659181,228966
2010-12-30,Company_1,108.10852054003072,38860
2010-12-31,Company_1,106.81357806555087,203630
2011-01-03,Company_1,106.70845956080446,832769
2011-01-04,Company_1,104.7134979892468,524225
2011-01-05,Company_1,103.41330514765336,970815
2011-01-06,Company_1,104.95637279951245,669875
2011-01-07,Company_1,106.27963660666369,596983
2011-01-10,Company_1,106.15122446012397,254078
2011-01-11,Company_1,105.68555968886943,767887
2011-01-12,Company_1,105.74406859117627,369893
2011-01-13,Company_1,108.0920655196266,156976
2011-01-14,Company_1,108.49704102839712,716295
2011-01-17,Company_1,109.40677920335693,831222
2011-01-18,Company_1,109.20432167752539,856012
2011-01-19,Company_1,109.26521828464254,993652
2011-01-20,Company_1,109.91238098142959,6636
2011-01-21,Company_1,110.03847580925363,262578
2011-01-24,Company_1,108.14109882676496,340273
2011-01-25,Company_1,109.42163958844243,921396
2011-01-26,Company_1,108.80650591067109,284816
2011-01-27,Company_1,110.91782355228736,793244
2011-01-28,Company_1,111.60467206505332,228693
2011-01-31,Company_1,111.67564448069307,522393
2011-02-01,Company_1,112.1149716207965,1654
2011-02-02,Company_1,112.00647373223299,579921
2011-02-03,Company_1,111.52004096618063,18143
2011-02-04,Company_1,111.72763922746636,581222
2011-02-07,Company_1,112.61262969465301,330478
2011-02-08,Company_1,112.14809994600805,628751
2011-02-09,Company_1,111.52586278110176,126851
2011-02-10,Company_1,111.1703741401854,554375
2011-02-11,Company_1,112.1223852340321,667978
2011-02-14,Company_1,113.57493548149446,795878
2011-02-15,Company_1,113.93694939343695,889559
2011-02-16,Company_1,114.51826352747267,312011
2011-02-17,Company_1,113.88856267020755,445244
2011-02-18,Company_1,114.76531732015988,847533
2011-02-21,Company_1,115.31705433062496,159272
2011-02-22,Company_1,114.60692637269747,227179
2011-02-23,Company_1,112.81925476076569,875506
2011-02-24,Company_1,111.59868465648384,717825
2011-02-25,Company_1,110.92948192830262,503716
2011-02-28,Company_1,112.0914192460494,218508
2011-03-01,Company_1,113.64427902188872,643710
2011-03-02,Company_1,113.20476114641446,351036
2011-03-03,Company_1,112.79684579364314,220631
2011-03-04,Company_1,113.05846884961562,383188
2011-03-07,Company_1,113.07061535868884,40148
2011-03-08,Company_1,114.00154944266292,870360
2011-03-09,Company_1,113.47836134907581,152770
2011-03-10,Company_1,114.42750433685681,436686
2011-03-11,Company_1,114.18827953898706,486287
2011-03-14,Company_1,115.04225425005491,839092
2011-03-15,Company_1,114.77121378776637,972414
2011-03-16,Company_1,114.15811910485799,822882
2011-03-17,Company_1,116.07043674469796,712823
2011-03-18,Company_1,117.13566382724488,296901
2011-03-21,Company_1,115.34361872710966,79012
2011-03-22,Company_1,114.89684521531976,894182
2011-03-23,Company_1,116.10176813709833,914475
2011-03-24,Company_1,114.9051076678848,988751
2011-03-25,Company_1,115.67578599740793,990519
2011-03-28,Company_1,116.3428421008777,949894
2011-03-29,Company_1,115.64369552278579,57116
2011-03-30,Company_1,115.63487847654,145233
2011-03-31,Company_1,113.54486072790971,33152
2011-04-01,Company_1,115.31529224447642,998675
2011-04-04,Company_1,115.0061997352795,107379
2011-04-05,Company_1,115.81001278665576,227905
2011-04-06,Company_1,116.42385412813118,21836
2011-04-07,Company_1,117.78173491623117,222439
2011-04-08,Company_1,117.3484315093286,985047
2011-04-11,Company_1,117.55225423685607,187720
2011-04-12,Company_1,118.11136343947061,158403
2011-04-13,Company_1,118.98390503090108,142835
2011-04-14,Company_1,120.13825936931002,856876
2011-04-15,Company_1,119.66087763873469,618397
2011-04-18,Company_1,118.99665019543026,151259
2011-04-19,Company_1,120.35676156167844,144029
2011-04-20,Company_1,118.3196856267063,398595
2011-04-21,Company_1,119.88971790724898,946463
2011-04-22,Company_1,119.58739366517267,607306
2011-04-25,Company_1,119.58283083618237,648364
2011-04-26,Company_1,118.90048823506221,683465
2011-04-27,Company_1,118.8522927495264,395093
2011-04-28,Company_1,120.12343097550732,704713
2011-04-29,Company_1,120.89429407697135,871220
2011-05-02,Company_1,121.38698056077175,884302
2011-05-03,Company_1,121.4758535669035,740945
2011-05-04,Company_1,120.03024359443141,346452
2011-05-05,Company_1,119.18610668091367,445783
2011-05-06,Company_1,118.84290544428251,321057
2011-05-09,Company_1,119.30058189871134,527925
2011-05-10,Company_1,119.37023456323023,466994
2011-05-11,Company_1,120.35373886958868,829457
2011-05-12,Company_1,120.82736625731626,763277
2011-05-13,Company_1,120.88171683525482,757547
2011-05-16,Company_1,123.15747813282204,362652
2011-05-17,Company_1,123.56370481787195,607752
2011-05-18,Company_1,123.13176261626359,291886
2011-05-19,Company_1,124.99172962275051,537119
2011-05-20,Company_1,126.19214117116391,114768
2011-05-23,Company_1,128.00822896140772,772271
2011-05-24,Company_1,127.89729702577822,348236
2011-05-25,Company_1,128.87360615225933,878311
2011-05-26,Company_1,127.42075669318697,875802
2011-05-27,Company_1,128.20476310410112,913969
2011-05-30,Company_1,128.04703914584704,965266
2011-05-31,Company_1,126.6919811903291,630112
2011-06-01,Company_1,127.72458159434707,89741
2011-06-02,Company_1,125.91445026935105,19830
2011-06-03,Company_1,124.00174375228684,318188
2011-06-06,Company_1,124.36422021109215,861380
2011-06-07,Company_1,124.93556772141893,70202
2011-06-08,Company_1,125.90609154143215,300189
2011-06-09,Company_1,126.64805455796161,218394
2011-06-10,Company_1,128.12471318339124,511473
2011-06-13,Company_1,128.82495613675366,203123
2011-06-14,Company_1,128.6926566928112,894941
2011-06-15,Company_1,128.61904557701928,158699
2011-06-16,Company_1,128.33682438803208,278342
2011-06-17,Company_1,128.63230191245526,856953
2011-06-20,Company_1,127.53495604388861,505655
2011-06-21,Company_1,127.87587824244757,631759
2011-06-22,Company_1,127.78946473561595,816907
2011-06-23,Company_1,128.06509989350337,237824
2011-06-24,Company_1,128.34382292847403,513214
2011-06-27,Company_1,125.8915583271583,20403
2011-06-28,Company_1,124.99026450849362,4681
2011-06-29,Company_1,124.88163584440477,354699
2011-06-30,Company_1,124.82615088610709,906316
2011-07-01,Company_1,125.08554019510679,880554
2011-07-04,Company_1,125.38788848543842,640548
2011-07-05,Company_1,126.90412180837232,698652
2011-07-06,Company_1,127.21658028947027,630674
2011-07-07,Company_1,126.90355658125384,758666
2011-07-08,Company_1,125.30443310871635,399845
2011-07-11,Company_1,123.93584299317449,94246
2011-07-12,Company_1,124.47133480314969,96864
2011-07-13,Company_1,125.53178161726017,209886
2011-07-14,Company_1,127.07315261417835,271561
2011-07-15,Company_1,126.24525953526263,382032
2011-07-18,Company_1,125.94139509983171,166837
2011-07-19,Company_1,126.18372878591482,861931
2011-07-20,Company_1,128.23112770704506,918340
2011-07-21,Company_1,128.34598917525895,246160
2011-07-22,Company_1,129.89725202999193,188646
2011-07-25,Company_1,130.06722493289925,484761
2011-07-26,Company_1,131.2204701193277,784566
2011-07-27,Company_1,132.24704996587977,815107
2011-07-28,Company_1,132.41313809838792,257681
2011-07-29,Company_1,131.39275485112577,466483
2011-08-01,Company_1,131.12366041319683,696923
2011-08-02,Company_1,132.61270558708128,536620
2011-08-03,Company_1,133.4905307555614,780105
2011-08-04,Company_1,133.05688042878955,806609
2011-08-05,Company_1,132.71457179016517,917992
2011-08-08,Company_1,130.98369868639958,221326
2011-08-09,Company_1,132.4280374783814,724807
2011-08-10,Company_1,133.31410103862754,262849
2011-08-11,Company_1,133.1770232175857,320248
2011-08-12,Company_1,133.37715763675914,347479
2011-08-15,Company_1,131.20629180862872,378082
2011-08-16,Company_1,130.71957731258595,81730
2011-08-17,Company_1,132.0540229534501,399167
2011-08-18,Company_1,133.03557033018018,238474
2011-08-19,Company_1,133.36627088724413,291477
2011-08-22,Company_1,133.35155262860917,284817
2011-08-23,Company_1,134.1479580583055,901853
2011-08-24,Company_1,133.86657295175442,566158
2011-08-25,Company_1,132.20187975555942,254017
2011-08-26,Company_1,132.19568061588555,652824
2011-08-29,Company_1,132.5987999429711,334245
2011-08-30,Company_1,133.72147762776913,810253
2011-08-31,Company_1,132.28028186727315,26494
2011-09-01,Company_1,132.1573705607217,624765
2011-09-02,Company_1,132.08206690596654,389227
2011-09-05,Company_1,130.98081500111945,730520
2011-09-06,Company_1,131.46848827604273,375842
2011-09-07,Company_1,132.21585630765455,374704
2011-09-08,Company_1,131.9251639996235,395051
2011-09-09,Company_1,133.98025660824499,281790
2011-09-12,Company_1,133.6608966007113,124777
2011-09-13,Company_1,133.21421313002065,602648
2011-09-14,Company_1,132.73854178205204,300479
2011-09-15,Company_1,131.92304270876355,856783
2011-09-16,Company_1,131.3640172155297,902366
2011-09-19,Company_1,129.92992834629717,134501
2011-09-20,Company_1,129.73839552238388,305094
2011-09-21,Company_1,129.7958695254082,585942
2011-09-22,Company_1,127.51306703536738,370566
2011-09-23,Company_1,127.41111752288754,373078
2011-09-26,Company_1,127.45325160462946,120975
2011-09-27,Company_1,127.96784059532,724503
2011-09-28,Company_1,129.1724756678958,354330
2011-09-29,Company_1,130.02382993249634,367378
2011-09-30,Company_1,129.40346620996078,627614
2011-10-03,Company_1,128.66705403770314,78527
2011-10-04,Company_1,129.246558439253,349848
2011-10-05,Company_1,128.69927860291546,949603
2011-10-06,Company_1,127.47122458379184,433601
2011-10-07,Company_1,129.84536632719244,167991
2011-10-10,Company_1,129.53464206257524,97952
2011-10-11,Company_1,128.9081178798867,848214
2011-10-12,Company_1,126.71598782364472,334260
2011-10-13,Company_1,127.56738991602356,466806
2011-10-14,Company_1,126.57945407022702,877058
2011-10-17,Company_1,126.60807462979484,434603
2011-10-18,Company_1,127.57669778609926,672183
2011-10-19,Company_1,126.60442923837519,47015
2011-10-20,Company_1,126.68391169019273,103877
2011-10-21,Company_1,128.20769910038655,278483
2011-10-24,Company_1,125.75095204352307,524165
2011-10-25,Company_1,124.94044619654386,659851
2011-10-26,Company_1,124.03590431275678,394922
2011-10-27,Company_1,123.84899919019637,622781
2011-10-28,Company_1,123.80120831282284,672088
2011-10-31,Company_1,122.73994567987624,925501
2011-11-01,Company_1,122.08557233376322,497753
2011-11-02,Company_1,121.31234736331041,716768
2011-11-03,Company_1,120.96155811813753,976601
2011-11-04,Company_1,121.17978085066864,392670
2011-11-07,Company_1,122.0903449730397,432739
2011-11-08,Company_1,123.14567596958612,646936
2011-11-09,Company_1,123.79931023092145,288307
2011-11-10,Company_1,122.92533611143635,674078
2011-11-11,Company_1,122.922040191109,612796
2011-11-14,Company_1,125.29636959460139,740127
2011-11-15,Company_1,126.31090228728868,302763
2011-11-16,Company_1,125.87039772841516,275270
2011-11-17,Company_1,127.45243591137893,590214
2011-11-18,Company_1,127.06436672158152,41633
2011-11-21,Company_1,126.39596475327825,209726
2011-11-22,Company_1,127.79169668920682,4317
2011-11-23,Company_1,126.48204739919493,308124
2011-11-24,Company_1,124.56826981892655,831547
2011-11-25,Company_1,125.50955439698703,718006
2011-11-28,Company_1,125.53724532860325,830590
2011-11-29,Company_1,125.6646108071404,712323
2011-11-30,Company_1,125.30318796771343,441847
2011-12-01,Company_1,125.06469460032937,705676
2011-12-02,Company_1,124.606584697498,368508
2011-12-05,Company_1,123.9805917672436,453558
2011-12-06,Company_1,123.59868154487484,278648
2011-12-07,Company_1,123.18523030605714,724953
2011-12-08,Company_1,122.35664653503841,420876
2011-12-09,Company_1,121.81147733570656,824628
2011-12-12,Company_1,119.30871781404434,853370
2011-12-13,Company_1,119.9933600155995,927109
2011-12-14,Company_1,120.38361328458265,320532
2011-12-15,Company_1,120.29870445208681,213369
2011-12-16,Company_1,120.53602883684655,580789
2011-12-19,Company_1,120.80960623998519,709669
2011-12-20,Company_1,120.0856044433809,28043
2011-12-21,Company_1,119.55302414116049,34635
2011-12-22,Company_1,120.08134075079087,211387
2011-12-23,Company_1,120.28884423595,81691
2011-12-26,Company_1,122.33216472563231,500730
2011-12-27,Company_1,123.95177688106962,820564
2011-12-28,Company_1,124.88478902145798,802798
2011-12-29,Company_1,124.12305410573015,94944
2011-12-30,Company_1,123.55849710246056,728467
2012-01-02,Company_1,122.55645037883184,456796
2012-01-03,Company_1,122.83620772861855,902699
2012-01-04,Company_1,120.09525288415884,516578
2012-01-05,Company_1,119.63663360721584,976393
2012-01-06,Company_1,119.32991720789403,998057
2012-01-09,Company_1,117.80562667472404,40236
2012-01-10,Company_1,118.60336298930267,267294
2012-01-11,Company_1,117.46422126071278,374513
2012-01-12,Company_1,117.73196392641604,806855
2012-01-13,Company_1,120.51574134990508,529425
2012-01-16,Company_1,118.90473573994987,555280
2012-01-17,Company_1,118.75618433494282,897972
2012-01-18,Company_1,118.34872419730756,116140
2012-01-19,Company_1,117.74675551841118,176993
2012-01-20,Company_1,118.50700661304654,646513
2012-01-23,Company_1,119.61333571787497,473585
2012-01-24,Company_1,120.38497386717631,854349
2012-01-25,Company_1,119.66163478472508,336834
2012-01-26,Company_1,122.0954828631275,297379
2012-01-27,Company_1,120.3252396747856,211047
2012-01-30,Company_1,119.29261060575132,544410
2012-01-31,Company_1,119.46233989014169,287100
2012-02-01,Company_1,119.55173380928733,64879
2012-02-02,Company_1,120.0397778886661,583848
2012-02-03,Company_1,121.61991198374129,373454
2012-02-06,Company_1,121.5000610643757,725045
2012-02-07,Company_1,121.61379052458867,943164
2012-02-08,Company_1,121.01927447186442,238268
2012-02-09,Company_1,121.60760299032506,480280
2012-02-10,Company_1,121.28912447967473,508656
2012-02-13,Company_1,120.97006745860838,788600
2012-02-14,Company_1,121.51355061157216,308268
2012-02-15,Company_1,122.54847153865276,692257
2012-02-16,Company_1,120.34036498697888,671392
2012-02-17,Company_1,120.70114341165231,315941
2012-02-20,Company_1,120.43094009297477,822726
2012-02-21,Company_1,121.37855703063619,438043
2012-02-22,Company_1,121.12843442956168,790948
2012-02-23,Company_1,122.42948686272396,151823
2012-02-24,Company_1,121.75307384223993,555661
2012-02-27,Company_1,119.52274393461404,123026
2012-02-28,Company_1,120.57433697528572,31270
2012-02-29,Company_1,119.73079201304023,928890
2012-03-01,Company_1,118.1505400762967,233931
2012-03-02,Company_1,118.16659349494064,721177
2012-03-05,Company_1,117.92741482891047,66184
2012-03-06,Company_1,118.75051980465548,508532
2012-03-07,Company_1,119.6429306244707,736053
2012-03-08,Company_1,119.73855107036009,563167
2012-03-09,Company_1,118.85373512844211,312741
2012-03-12,Company_1,119.1406763896664,957636
2012-03-13,Company_1,119.30587076978698,4626
2012-03-14,Company_1,119.87480744425662,611224
2012-03-15,Company_1,119.00000073051193,496395
2012-03-16,Company_1,118.59962785734437,760161
2012-03-19,Company_1,119.10900597368048,606803
2012-03-20,Company_1,120.3563330289122,209137
2012-03-21,Company_1,121.3222550368718,580678
2012-03-22,Company_1,121.4043099080246,935149
2012-03-23,Company_1,120.91691488410345,748320
2012-03-26,Company_1,121.32073544278276,579432
2012-03-27,Company_1,120.22934500548928,145454
2012-03-28,Company_1,119.41234356622839,529313
2012-03-29,Company_1,120.922114878688,437442
2012-03-30,Company_1,121.32414935873493,342524
2012-04-02,Company_1,120.97662262496198,255043
2012-04-03,Company_1,121.80576130954725,644198
2012-04-04,Company_1,123.09273627339684,463927
2012-04-05,Company_1,122.6480987151512,621343
2012-04-06,Company_1,122.22069077270173,389333
2012-04-09,Company_1,121.66804499935472,731070
2012-04-10,Company_1,122.6318953180701,921947
2012-04-11,Company_1,123.6054527655902,808827
2012-04-12,Company_1,124.9913560868813,798157
2012-04-13,Company_1,125.99995903673013,558749
2012-04-16,Company_1,124.36774095730162,259072
2012-04-17,Company_1,124.64870527821982,566403
2012-04-18,Company_1,123.59031987537277,111084
2012-04-19,Company_1,123.07740550040135,346876
2012-04-20,Company_1,123.24799970398222,474006
2012-04-23,Company_1,124.08356510233213,342701
2012-04-24,Company_1,123.19272175988104,858692
2012-04-25,Company_1,120.86800209842865,685050
2012-04-26,Company_1,121.04853294023408,788839
2012-04-27,Company_1,123.69210452363262,74568
2012-04-30,Company_1,123.48925830396247,59560
2012-05-01,Company_1,123.53617373891274,965844
